dataset,subject,pipeline,stressor,montage,fold,dropout_fraction,repeat,n_channels,n_dropped_channels,balanced_accuracy,roc_auc,brier_score,ece,selected_channels,region,dropped_channels
PhysionetMotorImagery,1,csp_lda,clean,all_channels,1,0.0,0,64,0,1.0,1.0,0.0247996802326216,0.0967967689322668,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.1,0,64,6,0.625,0.8500000000000001,0.3280151225481835,0.3208795514432582,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.1,1,64,6,0.575,0.7,0.4101897116987056,0.4196566549150092,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.1,2,64,6,0.5,0.55,0.5555555555555542,0.5555555555555524,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.1,3,64,6,0.5,0.4,0.4444444444444444,0.444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.1,4,64,6,0.5,0.65,0.4444444288109704,0.4444444362944221,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.1,5,64,6,0.625,0.95,0.2834360410985186,0.3023366256282667,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.1,6,64,6,0.575,0.65,0.3992557985494601,0.437926974754691,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.1,7,64,6,0.5,0.8,0.5555555219726708,0.5555555387393649,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.1,8,64,6,0.5,0.75,0.444444444444441,0.4444444444444426,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.1,9,64,6,0.5,0.85,0.4444441641718588,0.4444443043017622,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.2,0,64,13,0.5,0.4,0.5555555555359987,0.5555555553902126,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.2,1,64,13,0.5,0.5,0.5555554564909729,0.5555320301145916,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.2,2,64,13,0.5,0.4,0.550719048609875,0.5523989866468965,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.2,3,64,13,0.5,0.5,0.5555555555555556,0.5555555555555507,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.2,4,64,13,0.65,0.85,0.2788934072926767,0.3025937803291418,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.2,5,64,13,0.5,0.85,0.4444442957450969,0.4444443685370571,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.2,6,64,13,0.675,0.55,0.3215278747365004,0.3418776870255001,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.2,7,64,13,0.5,0.75,0.4444441206342805,0.4444442708607385,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.2,8,64,13,0.5,0.55,0.5555555555555556,0.5555555555555556,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.2,9,64,13,0.5,0.2,0.5555555555543832,0.5555555554018584,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.3,0,64,19,0.5,0.45,0.5555555555555556,0.5555555555555555,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.3,1,64,19,0.525,0.6,0.3500560642045449,0.4154747853681219,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.3,2,64,19,0.5,0.5,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.3,3,64,19,0.5,0.5,0.5550545351459341,0.571670104213483,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.3,4,64,19,0.5,0.65,0.4444444444444168,0.4444444444444198,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.3,5,64,19,0.5,0.4,0.4444444444432715,0.4444444444038957,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.3,6,64,19,0.5,0.65,0.4444444444443927,0.4444444444441886,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.3,7,64,19,0.5,0.6,0.4444444444444428,0.4444444444442847,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.3,8,64,19,0.65,0.65,0.2628251627998462,0.3031782710803365,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.3,9,64,19,0.4,0.7500000000000001,0.4821069530853769,0.5092339164920375,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.5,0,64,32,0.5,0.25,0.4444067128181916,0.4436215813992528,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.5,1,64,32,0.5,0.25,0.5555555555555555,0.5555555546012627,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.5,2,64,32,0.5,0.3,0.5555555555548211,0.5555555555549013,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.5,3,64,32,0.5,0.6,0.555555555555392,0.5555555555554734,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.5,4,64,32,0.6,0.5,0.3830191371683773,0.442527177732941,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.5,5,64,32,0.5,0.55,0.4394156184606225,0.4371717179782052,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.5,6,64,32,0.5,0.6,0.5555555555331727,0.5555555555395532,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.5,7,64,32,0.5,0.65,0.3751682702762224,0.401511980150078,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.5,8,64,32,0.65,0.6000000000000001,0.2863451661994036,0.3311454324629435,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,1,0.5,9,64,32,0.375,0.55,0.621126348969041,0.6409120314290208,,,
PhysionetMotorImagery,1,csp_lda,clean,all_channels,2,0.0,0,64,0,0.875,0.9,0.1549652844949072,0.2802012032441585,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.1,0,64,6,0.5,0.55,0.4444442798126282,0.4444439804066904,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.1,1,64,6,0.5,0.8,0.5455772488385899,0.5505060677296391,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.1,2,64,6,0.5,0.625,0.4444444444444441,0.4444444444444442,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.1,3,64,6,0.5,0.5,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.1,4,64,6,0.5,0.85,0.4428361058551191,0.4436271805591705,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.1,5,64,6,0.7,0.8,0.2417966046952111,0.2733279694116866,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.1,6,64,6,0.5,0.7000000000000001,0.5555555553003505,0.5555555554119015,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.1,7,64,6,0.5,0.7,0.4368986064568328,0.4386032199387687,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.1,8,64,6,0.5,0.9,0.3668062321191456,0.4260294925790703,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.1,9,64,6,0.8,0.7,0.229333049172906,0.2948243959683529,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.2,0,64,13,0.5,0.8,0.5227129229853859,0.5345100417734436,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.2,1,64,13,0.5,0.65,0.5315503310070901,0.542261017224749,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.2,2,64,13,0.5,0.85,0.4092410233210325,0.425204805893185,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.2,3,64,13,0.5,0.65,0.5555552146453028,0.5555553846719165,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.2,4,64,13,0.5,0.7,0.4444440487299013,0.4444436557074921,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.2,5,64,13,0.5,0.8,0.4444442222407527,0.4444442978057853,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.2,6,64,13,0.5,0.5499999999999999,0.4444444444431885,0.444444444436588,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.2,7,64,13,0.5,0.6,0.4444444366470571,0.4444435360870467,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.2,8,64,13,0.5,0.65,0.5334991742961489,0.5397844109599049,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.2,9,64,13,0.4,0.5,0.5499776469272465,0.5415906771383167,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.3,0,64,19,0.65,0.45,0.3313205328346764,0.3939107922907811,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.3,1,64,19,0.5,0.5,0.4444443288479887,0.444444323481593,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.3,2,64,19,0.5,0.2,0.5555555552267751,0.5555555487682017,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.3,3,64,19,0.5,0.6000000000000001,0.5555555468256246,0.5555555510696422,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.3,4,64,19,0.5,0.55,0.5555555555555398,0.5555555555555459,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.3,5,64,19,0.5,0.65,0.4369574969150448,0.4405298304898775,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.3,6,64,19,0.325,0.35,0.5186657502173021,0.6065430067636604,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.3,7,64,19,0.5,0.2,0.5555551731417786,0.5554105808876958,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.3,8,64,19,0.5,0.7500000000000001,0.4444427199713595,0.4444399429125094,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.3,9,64,19,0.5,0.85,0.4444444444444241,0.4444444444444337,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.5,0,64,32,0.5,0.1,0.5555555555555548,0.555555555555553,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.5,1,64,32,0.5,0.7,0.4444430718676581,0.4444436012762314,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.5,2,64,32,0.5,0.225,0.4444444444444403,0.4444444444444343,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.5,3,64,32,0.75,0.6,0.2369598893884187,0.2773011604156576,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.5,4,64,32,0.5,0.6499999999999999,0.5388719173980018,0.545878446303995,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.5,5,64,32,0.5,0.55,0.5555554497983661,0.5555551845585464,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.5,6,64,32,0.6,0.5499999999999999,0.4147077942150947,0.4318318920487938,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.5,7,64,32,0.5,0.55,0.555552609522291,0.5555527041466706,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.5,8,64,32,0.5,0.9,0.4444442558802535,0.4444443224703585,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,2,0.5,9,64,32,0.5,0.4,0.5547539971289024,0.5549384900501396,,,
PhysionetMotorImagery,1,csp_lda,clean,all_channels,3,0.0,0,64,0,0.775,0.85,0.1647517292359022,0.2668627600858429,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.1,0,64,6,0.45,0.5499999999999999,0.4468169263025455,0.4592876565155256,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.1,1,64,6,0.55,0.6,0.3683553680563872,0.4383236904390333,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.1,2,64,6,0.5,0.5499999999999999,0.4444433067719841,0.4444437644084023,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.1,3,64,6,0.5,0.7,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.1,4,64,6,0.575,0.7000000000000001,0.3477963467229621,0.3802006755177267,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.1,5,64,6,0.5,0.75,0.4444391869865564,0.4444416983841032,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.1,6,64,6,0.5,0.8,0.5441682984747387,0.5495519669293338,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.1,7,64,6,0.5,0.8,0.5516681806600316,0.5535880926871097,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.1,8,64,6,0.5,0.4999999999999999,0.4444444442178725,0.4444444441008595,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.1,9,64,6,0.7,0.9,0.2147342767071222,0.2442358630571134,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.2,0,64,13,0.5,0.75,0.4243725452949107,0.4341259239161585,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.2,1,64,13,0.5,0.7,0.4437045576049059,0.4430397708145948,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.2,2,64,13,0.5,0.55,0.4444414700594905,0.444442905877022,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.2,3,64,13,0.5,0.6,0.4442980671816194,0.4443493566115626,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.2,4,64,13,0.5,0.45,0.4444444444444116,0.4444444444444116,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.2,5,64,13,0.5,0.6,0.4053017718658685,0.4163573305028955,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.2,6,64,13,0.6,0.7,0.3874731741411901,0.4382141715640956,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.2,7,64,13,0.5,0.25,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.2,8,64,13,0.625,0.8,0.2915744205512245,0.3907224706534642,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.2,9,64,13,0.5,0.4,0.4444444444419606,0.4444444444101946,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.3,0,64,19,0.5,0.55,0.4444444444290434,0.444444444435551,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.3,1,64,19,0.375,0.75,0.5441809438228526,0.5948405590296841,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.3,2,64,19,0.5,0.7,0.4444118337438691,0.4444186149794454,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.3,3,64,19,0.5,0.15,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.3,4,64,19,0.5,0.85,0.4435505710363708,0.4439843442431478,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.3,5,64,19,0.5,0.4999999999999999,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.3,6,64,19,0.5,0.3,0.4444444444378937,0.4444444444410206,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.3,7,64,19,0.5,0.5,0.4444266464324013,0.4444291990722799,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.3,8,64,19,0.5,0.3,0.4443550988811119,0.4443264271532953,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.3,9,64,19,0.5,0.65,0.444444390224039,0.4444443398453688,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.5,0,64,32,0.5,0.7,0.4444444444281312,0.4444444444340016,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.5,1,64,32,0.3,0.5,0.3991298899099405,0.4928395194429916,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.5,2,64,32,0.5,0.4,0.4444444444431426,0.4444444444430637,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.5,3,64,32,0.5,0.6000000000000001,0.555584264034813,0.5519306319415794,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.5,4,64,32,0.5,0.6499999999999999,0.4444444442841973,0.4444444443451589,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.5,5,64,32,0.5,0.7,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.5,6,64,32,0.5,0.65,0.4444444299425247,0.4444444340437199,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.5,7,64,32,0.5,0.65,0.4444444444444404,0.4444444444444421,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.5,8,64,32,0.5,0.6499999999999999,0.3853507512829864,0.412366688855517,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,3,0.5,9,64,32,0.5,0.4499999999999999,0.4444444427206847,0.4444444424496803,,,
PhysionetMotorImagery,1,csp_lda,clean,all_channels,4,0.0,0,64,0,0.675,0.7,0.2555385785692766,0.2828168251912655,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.1,0,64,6,0.5,0.8,0.5555547851352637,0.5555551596075861,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.1,1,64,6,0.5,0.85,0.5555531452476103,0.5555543099597998,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.1,2,64,6,0.5,0.0,0.4444445706990709,0.4442394124348152,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.1,3,64,6,0.5,0.3,0.4444207658942583,0.4442756267082811,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.1,4,64,6,0.5,0.65,0.5555293717795647,0.555540706937492,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.1,5,64,6,0.55,0.5,0.4331194992434123,0.4723350728438382,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.1,6,64,6,0.5,0.6,0.4425908179110979,0.4427927183434973,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.1,7,64,6,0.4,0.55,0.4559176254188716,0.4980447460080003,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.1,8,64,6,0.5,0.55,0.5553340999519414,0.5554170759189457,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.1,9,64,6,0.5,0.4499999999999999,0.444444151904624,0.4444438545455208,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.2,0,64,13,0.4,0.15,0.4605134950119712,0.5519663905841453,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.2,1,64,13,0.5,0.6,0.5428497924210341,0.5488866829419747,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.2,2,64,13,0.5,0.75,0.5534137664982097,0.554474368371576,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.2,3,64,13,0.5,0.85,0.5555554667600187,0.5555555091406915,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.2,4,64,13,0.5,0.15,0.4444444444299547,0.4444444441786759,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.2,5,64,13,0.5,0.45,0.5549335146471105,0.5549114219603141,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.2,6,64,13,0.5,0.35,0.5555555215811564,0.5555554471933581,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.2,7,64,13,0.5,0.5,0.5553350593681049,0.5554375024682382,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.2,8,64,13,0.5,0.35,0.4444246128023109,0.4444092371928146,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.2,9,64,13,0.5,0.25,0.4444444444444274,0.444444444440461,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.3,0,64,19,0.4,0.3,0.5238523095407053,0.5449869653437801,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.3,1,64,19,0.5,0.45,0.4442251278044999,0.4442952589004414,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.3,2,64,19,0.5,0.2499999999999999,0.4436420457787843,0.4402124639339417,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.3,3,64,19,0.5,0.1999999999999999,0.4444444444421853,0.444444441487025,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.3,4,64,19,0.5,0.25,0.4443799353157247,0.4442468004306043,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.3,5,64,19,0.5,0.2499999999999999,0.4465226669346738,0.4527275388805545,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.3,6,64,19,0.5,0.5,0.4206469836468574,0.4309810130938564,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.3,7,64,19,0.5,0.8,0.5552232810613503,0.5553656155103841,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.3,8,64,19,0.5,0.0,0.4444621189482007,0.4421533316934506,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.3,9,64,19,0.5,0.8,0.5555551326964188,0.5555553411394156,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.5,0,64,32,0.5,0.8,0.5555238784882267,0.5555387720185301,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.5,1,64,32,0.5,0.8,0.549221186340435,0.5522822497992669,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.5,2,64,32,0.5,0.95,0.555555554161039,0.5555555548320233,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.5,3,64,32,0.5,0.65,0.55555555517728,0.555555555331055,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.5,4,64,32,0.5,0.75,0.5555548169874632,0.5555551600081946,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.5,5,64,32,0.5,0.25,0.4444347636297113,0.4440986101637716,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.5,6,64,32,0.1,0.1999999999999999,0.6769120879308311,0.7800705690812699,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.5,7,64,32,0.5,0.35,0.4111667353940808,0.3973020322175689,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.5,8,64,32,0.4,0.0999999999999999,0.4842467920778607,0.4950296360922157,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.5,9,64,32,0.5,0.55,0.5290313934673122,0.5406320009957405,,,
PhysionetMotorImagery,1,csp_lda,clean,all_channels,5,0.0,0,64,0,0.575,0.6,0.4207376642063901,0.4232589505165347,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.1,0,64,6,0.5,0.45,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.1,1,64,6,0.5,0.65,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.1,2,64,6,0.4,0.5,0.5382852581480485,0.546339777837729,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.1,3,64,6,0.5,0.8500000000000001,0.4444444444238608,0.4444444444338841,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.1,4,64,6,0.5,0.4499999999999999,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.1,5,64,6,0.525,0.8,0.4066436262369644,0.4463051143593145,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.1,6,64,6,0.5,0.65,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.1,7,64,6,0.5,0.4999999999999999,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.1,8,64,6,0.5,0.5,0.4444444406618471,0.4444444425425233,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.1,9,64,6,0.5,0.65,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.2,0,64,13,0.5,0.7000000000000001,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.2,1,64,13,0.5,0.55,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.2,2,64,13,0.5,0.7,0.4228988528754802,0.4247757336214768,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.2,3,64,13,0.5,0.65,0.4444444444444444,0.4444444444444441,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.2,4,64,13,0.5,0.3999999999999999,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.2,5,64,13,0.5,0.5,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.2,6,64,13,0.5,0.35,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.2,7,64,13,0.5,0.75,0.4444444409898872,0.4444444426568211,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.2,8,64,13,0.5,0.5499999999999999,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.2,9,64,13,0.5,0.45,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.3,0,64,19,0.5,0.45,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.3,1,64,19,0.5,0.5,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.3,2,64,19,0.5,0.6499999999999999,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.3,3,64,19,0.5,0.5,0.4444444444444444,0.4444444444444444,,,
